(0-0),(0-1),(0-2),(0-3),(0-4),(0-5),(1-0),(1-1),(1-2),(1-3),(1-4),(1-5),(2-0),(2-1),(2-2),(2-3),(2-4),(2-5),(3-0),(3-1),(3-2),(3-3),(3-4),(3-5),(4-0),(4-1),(4-2),(4-3),(4-4),(4-5),(5-0),(5-1),(5-2),(5-3),(5-4),(5-5)
7.300238695661062,0.0,5.475356415795599,4.975971023523399,4.342559448155202,8.398626594957694,1.3021511648498056,-2.9665526784255043,4.175785173445874,5.4753564157955985,0.0,-1.260174552855482,-2.5057339273618484,-3.096386285604703,-3.484587800655669,-2.674578273256033,1.2149644592622055,0.0017992879603214926,-0.5874410568253294,-1.5778569730594825,-3.3261561517117504,-3.410414382236283,1.0683471910506888,1.706867063613606,-0.48471073277499693,0.0,0.0,0.0,-4.349790926530863,-1.2559757691882594,-0.4544605131354828,-0.4544605131354828,-0.4544605131354828,-0.4544605131354828,-0.8752717770081323,-0.9020260621322893
17.832333968137725,0.0,15.001976954792589,13.858835284411084,16.06755125880951,17.22182428877879,15.860328071590082,10.212617606347601,13.505186038049608,13.959254027268253,0.0,14.87054376151718,13.274625256910893,1.705154877861754,10.429589249750633,12.473343357102854,11.67709285736765,9.480196517977888,-0.8435691179144571,-0.5901565046172347,0.5073393708412687,7.617052876090131,9.258463530321599,10.260778306699887,-0.867605947374698,0.0,0.0,0.0,7.239940805341021,8.999045319043598,-0.8572874367711246,-0.8572874367711246,-0.8572874367711246,-0.8572874367711246,-0.6175552739340521,0.28563005233389377
27.16782388513402,0.0,23.95914799859914,23.04831411051756,24.17408981544167,25.32836284540837,25.56058990976628,23.047174644148516,22.834799444840264,23.17020491854399,0.0,22.977082334144914,24.11265744104263,22.732193686085335,20.821418300731416,21.8955616247519,21.905714455936895,21.855435983509466,22.697380377759202,21.44751404962068,19.836013177867056,19.696907645747668,20.659129854034934,20.852974760028975,7.826063621152662,0.0,0.0,0.0,18.432164345473538,19.468297754868004,-1.2143471278017062,-1.2143471278017062,-1.2143471278017062,16.052814623340677,17.230482510252052,18.107987811583342
35.442660917617985,0.0,31.40714036903073,30.239573519970744,31.359602954021895,32.5138759839886,33.83602106028442,31.32567204592217,30.367634964867236,30.403151584751786,0.0,30.162595472725137,32.39115484281451,31.029071713512266,28.433293609238515,29.239196581217268,29.816341025603183,29.120945143400295,30.996480621267843,29.895116212799298,28.649172634648,27.248155769432312,28.588036969258248,29.222044852388937,29.755135772788467,0.0,0.0,0.0,26.444677185786848,27.91808951542771,27.469644988444447,19.32763803281282,23.170041735333115,24.263585911221753,25.362258721101362,26.649156844080323
42.77735127912819,0.0,38.05025465670216,36.88539661827191,37.7287330955769,38.8830061255436,41.17071278882405,38.66036865970168,37.055860516647336,36.949997412574376,0.0,36.53172561428014,39.72585145659402,38.36377901863026,36.050000435649615,35.86988791509258,36.33631839255603,35.5075123932064,38.33119036686866,37.22984505430098,36.00809925886128,33.92627277121069,35.11822848624167,35.65840944975575,37.08987065978883,0.0,0.0,0.0,32.972090854269005,34.36641890469204,35.714750150228895,34.505874606409044,30.008699533323295,31.07360952159789,32.15155521373447,33.14021986415134
49.27870985429294,0.0,44.38076380579909,43.21123980449354,43.374233699042435,44.52850672900914,47.672071364959855,45.16172723925464,43.82999685119788,43.68996246058627,0.0,42.177226217745684,46.22721003614698,44.865137605845554,42.57383715168873,42.467244871471856,42.34789048232636,41.19050534109376,44.83254895578113,43.7312036564835,42.51134153840318,40.413623208630234,41.12044285662704,41.34920774652693,43.59122926622389,0.0,0.0,0.0,38.91744419994753,40.08149654718121,42.21618416794951,41.00748747287306,39.813861778348034,36.80149701561707,37.885092617421336,38.85362017950837
55.041415740920904,0.0,50.103289103569224,48.933082305145405,48.37832002721859,49.53259305718529,53.434777251588514,50.92443312588573,49.58823815424206,49.442972095389095,0.0,47.18131254592183,51.98991592277807,50.62784349248205,48.33604630158918,48.22137779080039,48.145898624399855,46.94521784756423,50.595254842418825,49.49390954313058,48.273986183634804,46.15849974382133,46.838112193046534,46.704163120668106,49.35393515287397,0.0,0.0,0.0,44.559813860711074,45.42765047615167,47.978890057915294,46.77019337067055,45.57656771443795,44.39782516446586,43.18966227366506,44.15668261662736
60.14939105897739,0.0,55.19960986389456,54.02922785731814,52.81386644527546,53.96813947524216,58.54275256964502,56.03240844394222,54.694918500047606,54.54823803091687,0.0,51.6168589639787,57.097891240834564,55.73581881053855,53.4438775389357,53.32691791034525,53.25411980232843,52.01317150349753,55.70323016047533,54.60188486118708,53.38194373832015,51.266754041315174,51.97328340354705,52.10504591867063,54.46191047093047,0.0,0.0,0.0,49.7147795856711,50.782854978502115,53.08686537597197,51.87816868872766,50.68454303249636,49.50580048918565,48.73984637065161,49.51301735429464
64.67702310600208,0.0,59.7238614548385,58.55342690450032,57.33321571279247,58.1303574420823,63.070384616669685,60.560040490966884,59.22217493463624,59.07506726378386,0.0,55.73735701460087,61.625523287859224,60.26345085756321,57.971467794712375,57.85366574031798,57.78010433348705,56.49041341004066,60.23086220749999,59.12951690821173,57.90957063300033,55.79291347989091,56.49421755722286,56.58394069459586,58.98954251795512,0.0,0.0,0.0,54.23063972434999,55.26323544116306,57.61449742299663,56.40580073575231,55.21217507952102,54.0334325362103,53.25298269730018,53.994977456457846
68.69024765718186,0.0,63.73610548976216,62.56565552327155,61.34531983805358,62.05056515845813,67.08360916784945,64.57326504214667,63.235290537765614,63.08805785303639,0.0,59.64445668000981,65.638747839039,64.27667540874299,61.98468022415564,61.86662643353987,61.79281139817412,60.489849634721075,64.24408675867977,63.14274145939153,61.92279368971978,59.80567745511389,60.50537926454425,60.58314390008149,63.002767069134926,0.0,0.0,0.0,58.240002550252306,59.261982596383056,61.62772197417643,60.419025286932126,59.22539963070082,58.04665708739013,57.261110832371955,57.99311746108156
