(0-0),(0-1),(0-2),(0-3),(0-4),(0-5),(1-0),(1-1),(1-2),(1-3),(1-4),(1-5),(2-0),(2-1),(2-2),(2-3),(2-4),(2-5),(3-0),(3-1),(3-2),(3-3),(3-4),(3-5),(4-0),(4-1),(4-2),(4-3),(4-4),(4-5),(5-0),(5-1),(5-2),(5-3),(5-4),(5-5)
1.0,0.0,1.0,1.0,1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0
1.99,0.0,1.99,1.99,1.99,-0.4059999999999999,1.99,0.0,-0.4059999999999999,0.0,0.0,-0.4059999999999999,-0.4059999999999999,-0.4059999999999999,1.792,1.99,0.0,1.99,-0.4059999999999999,-0.4059999999999999,1.99,1.99,0.0,1.99,1.594,0.0,0.0,0.0,0.0,-0.4059999999999999,-0.20799999999999996,1.594,-0.4059999999999999,-1.99,-0.4059999999999999,1.792
2.9701000000000004,0.0,2.9701000000000004,2.9701000000000004,2.9701000000000004,0.495692,2.9701000000000004,0.0,0.495692,0.0,0.0,0.495692,0.495692,0.3388760000000002,2.732896,2.9701000000000004,0.0,2.9701000000000004,0.1820600000000001,0.495692,2.950498,2.9701000000000004,0.0,2.9701000000000004,2.2016620000000002,0.0,0.0,0.0,0.0,0.495692,0.3996620000000002,2.2016620000000002,0.1820600000000001,-1.715572,0.3388760000000002,2.5564780000000003
3.9403990000000007,0.0,3.9403990000000007,3.9403990000000007,3.9403990000000007,1.4504662160000006,3.9403990000000007,0.0,1.4504662160000006,0.0,0.0,1.4504662160000006,1.4349414320000005,1.2470758640000001,3.693492010000001,3.9403990000000007,0.0,3.9403990000000007,0.8108137520000003,1.4194166480000003,3.9149752060000007,3.9403990000000007,0.0,3.9403990000000007,2.801306782,0.0,0.0,0.0,0.0,1.4504662160000006,1.0012473800000006,2.801306782,0.7797641840000002,-1.0712934639999998,1.0918280240000002,3.3268954060000007
4.900995010000001,0.0,4.900995010000001,4.900995010000001,4.900995010000001,2.4079883187680013,4.900995010000001,0.0,2.4079883187680013,0.0,0.0,2.4079883187680013,2.3863157203040006,2.189228430608001,4.651974708778001,4.900995010000001,0.0,4.900995010000001,1.4394277809440004,2.364643121840001,4.874034262384001,4.900995010000001,0.0,4.900995010000001,3.398029023412,0.0,0.0,0.0,0.0,2.4079883187680013,1.5950878333820002,3.3949551161800002,1.3730282797760003,-0.3473883108639999,1.8510831103040006,4.107859962130001
5.851985059900001,0.0,5.851985059900001,5.851985059900001,5.851985059900001,3.3583697350360655,5.851985059900001,0.0,3.3583697350360655,0.0,0.0,3.3583697350360655,3.334566918860288,3.135197253044529,5.602508283454049,5.851985059900001,0.0,5.851985059900001,2.0678420059179206,3.3110684195004803,5.824662936065038,5.851985059900001,0.0,5.851985059900001,3.991656032360578,0.0,0.0,0.0,0.0,3.3583697350360655,2.185253238548942,3.982647947217202,1.960664051410208,0.39727493780969647,2.6199395458471533,4.898494069815863
6.793465209301002,0.0,6.793465209301002,6.793465209301002,6.793465209301002,4.299729374977941,6.793465209301002,0.0,4.299729374977941,0.0,0.0,4.299729374977941,4.275278820459378,4.075366862077564,6.54389240187981,6.793465209301002,0.0,6.793465209301002,2.6939037097459995,4.251313346945467,6.76606211817319,6.793465209301002,0.0,6.793465209301002,4.582448006831797,0.0,0.0,0.0,0.0,4.299729374977941,2.772013795020426,4.564702985901979,2.542468656375245,1.1536525579972654,3.3983553333719003,5.697036819974504
7.725530557207991,0.0,7.725530557207991,7.725530557207991,7.725530557207991,5.231770862012026,7.725530557207991,0.0,5.231770862012026,0.0,0.0,5.231770862012026,5.207138368337551,5.007104122982091,7.475937803588355,7.725530557207991,0.0,7.725530557207991,3.3168753100232387,5.183062538286447,7.69810994325164,7.725530557207991,0.0,7.725530557207991,5.170424654382659,0.0,0.0,0.0,0.0,5.231770862012026,3.3556337827221014,5.14137852752254,3.118653558796666,1.919920630514004,4.184927517427444,6.5017330147201
8.648275251635912,0.0,8.648275251635912,8.648275251635912,8.648275251635912,6.154510831987111,8.648275251635912,0.0,6.154510831987111,0.0,0.0,6.154510831987111,6.129830207949374,5.9297692399075626,8.398678401029834,8.648275251635912,0.0,8.648275251635912,4.132364269572166,6.105729574520884,8.62085092824589,8.648275251635912,0.0,8.648275251635912,5.755554726452854,0.0,0.0,0.0,0.0,6.154510831987111,3.9361805449852865,5.712926240608209,3.6894651984395903,2.6946068786443087,4.977988196108953,7.3109894314548
9.561792499119553,0.0,9.561792499119553,9.561792499119553,9.561792499119553,7.068027144029092,9.561792499119553,0.0,7.068027144029092,0.0,0.0,7.068027144029092,7.043334344633479,6.843267676244045,9.31219481355871,9.561792499119553,0.0,9.561792499119553,5.012390931526361,7.019228317799161,9.53436740289394,9.561792499119553,0.0,9.561792499119553,6.357185279991849,0.0,0.0,0.0,0.0,7.068027144029092,4.513660915124418,6.279576511160765,4.255151691852741,3.4760988132898643,5.775945292541774,8.123388155792952
